Mass,Posx,Posy,Posz,Velx,Vely,Velz
4.37191914e+29,5.901101e+15,9.27172e+14,7.53278e+14,0.0,10000000.0,0.0
6.55146934e+29,5.702681e+15,3.78807e+14,9.29243e+14,0.0,10000000.0,0.0
3.20530245e+29,4.864976e+15,8.15936e+14,-8.31225e+14,0.0,10000000.0,0.0
5.1145585e+29,4.125773e+15,8.53111e+14,-5.35965e+14,0.0,10000000.0,0.0
8.28632846e+29,4.073833e+15,-6.1891e+13,1.972e+14,0.0,10000000.0,0.0
9.312466e+27,5.044416e+15,-9.15328e+14,-8.17623e+14,0.0,10000000.0,0.0
8.07564669e+29,5.207293e+15,3.09272e+14,-5.79008e+14,0.0,10000000.0,0.0
1.17169382e+29,4.303378e+15,7.18533e+14,-6.62203e+14,0.0,10000000.0,0.0
3.96534932e+29,5.004798e+15,7.61022e+14,-8.36427e+14,0.0,10000000.0,0.0
9.45022415e+29,4.502531e+15,3.66983e+14,2.11429e+14,0.0,10000000.0,0.0
4.2364758e+29,4.183763e+15,-3.48094e+14,9.8589e+14,0.0,10000000.0,0.0
1.09375458e+29,5.149573e+15,1.54217e+14,8.60697e+14,0.0,10000000.0,0.0
1.36579716e+29,4.661312e+15,1.2458e+14,-2.45441e+14,0.0,10000000.0,0.0
1.07152168e+29,4.115159e+15,7.89585e+14,6.9561e+14,0.0,10000000.0,0.0
6.06788533e+29,4.078816e+15,8.40482e+14,5.36696e+14,0.0,10000000.0,0.0
7.53918473e+29,5.985199e+15,1.7508e+13,6.0996e+13,0.0,10000000.0,0.0
1.016897e+27,4.799624e+15,8.50675e+14,7.70984e+14,0.0,10000000.0,0.0
9.85389481e+29,5.33384e+15,6.24349e+14,-9.93046e+14,0.0,10000000.0,0.0
8.77533431e+29,4.604844e+15,4.06682e+14,-9.8715e+13,0.0,10000000.0,0.0
3.89708013e+29,4.43884e+15,1.95501e+14,-2.34355e+14,0.0,10000000.0,0.0
5.98669115e+29,5.64113e+15,-8.13377e+14,-3.83133e+14,0.0,10000000.0,0.0
4.23445714e+29,5.326637e+15,-3.73084e+14,3.12337e+14,0.0,10000000.0,0.0
7.47472606e+29,4.51602e+15,-4.6346e+14,-1.52063e+14,0.0,10000000.0,0.0
8.50281994e+29,4.987617e+15,-8.35166e+14,8.21527e+14,0.0,10000000.0,0.0
3.44976091e+29,4.390125e+15,7.75611e+14,9.48754e+14,0.0,10000000.0,0.0
9.784989e+28,5.638338e+15,6.52998e+14,-5.74445e+14,0.0,10000000.0,0.0
9.61646779e+29,5.979607e+15,4.95201e+14,3.90975e+14,0.0,10000000.0,0.0
2.1896698e+29,5.122931e+15,-3.72508e+14,-3.62336e+14,0.0,10000000.0,0.0
3.17596083e+29,4.103218e+15,-6.46129e+14,7.51203e+14,0.0,10000000.0,0.0
2.9171457e+28,4.468096e+15,9.65311e+14,-7.38381e+14,0.0,10000000.0,0.0
8.50653986e+29,4.811243e+15,-8.23977e+14,-5.50763e+14,0.0,10000000.0,0.0
1.29959928e+29,5.050661e+15,8.27091e+14,4.74047e+14,0.0,10000000.0,0.0
7.9984245e+28,4.633139e+15,-4.25044e+14,-7.48342e+14,0.0,10000000.0,0.0
4.35720086e+29,5.662169e+15,-8.80308e+14,4.64953e+14,0.0,10000000.0,0.0
4.49019024e+29,5.28402e+15,6.59111e+14,7.88681e+14,0.0,10000000.0,0.0
6.70629635e+29,4.830419e+15,9.74848e+14,-1.20099e+14,0.0,10000000.0,0.0
3.1878002e+29,5.25632e+15,-3.46052e+14,2.65353e+14,0.0,10000000.0,0.0
5.27931259e+29,4.21902e+15,4.76719e+14,-4.0899e+14,0.0,10000000.0,0.0
3.5391463e+29,4.745988e+15,-1.54635e+14,3.45383e+14,0.0,10000000.0,0.0
3.84423303e+29,5.742418e+15,-7.41169e+14,-3.16036e+14,0.0,10000000.0,0.0
2.66347937e+29,5.292592e+15,6.35803e+14,6.71564e+14,0.0,10000000.0,0.0
1.70577001e+29,5.652081e+15,2.4689e+14,5.36809e+14,0.0,10000000.0,0.0
3.47633097e+29,4.266832e+15,-4.46192e+14,3.7867e+14,0.0,10000000.0,0.0
1.19743367e+29,4.147134e+15,5.50239e+14,-4.04892e+14,0.0,10000000.0,0.0
7.32140391e+29,5.877525e+15,-9.41888e+14,-3.07685e+14,0.0,10000000.0,0.0
3.35160665e+29,4.839802e+15,8.63518e+14,8.0211e+14,0.0,10000000.0,0.0
2.70753505e+29,4.467084e+15,-2.88173e+14,1.66385e+14,0.0,10000000.0,0.0
8.24832395e+29,4.90777e+15,1.96207e+14,-4.29949e+14,0.0,10000000.0,0.0
4.12123891e+29,4.902477e+15,6.49263e+14,-7.1829e+14,0.0,10000000.0,0.0
8.71706207e+29,5.249318e+15,-5.66086e+14,9.41547e+14,0.0,10000000.0,0.0
4.325103e+29,5.859739e+15,-3.09222e+14,-3.94406e+14,0.0,10000000.0,0.0
3.23335124e+29,5.504092e+15,3.18491e+14,1.87179e+14,0.0,10000000.0,0.0
4.30464079e+29,5.425748e+15,-6.52246e+14,-8.50319e+14,0.0,10000000.0,0.0
8.3241484e+29,5.368136e+15,1.8307e+13,-8.39146e+14,0.0,10000000.0,0.0
3.33673602e+29,4.84067e+15,8.34847e+14,4.13651e+14,0.0,10000000.0,0.0
9.77523867e+29,4.749763e+15,-1.93062e+14,3.699e+14,0.0,10000000.0,0.0
1.532079e+29,4.564481e+15,-7.72526e+14,-4.0698e+13,0.0,10000000.0,0.0
3.90125695e+29,4.011435e+15,7.59311e+14,2.87055e+14,0.0,10000000.0,0.0
4.86182648e+29,5.640411e+15,-4.24212e+14,1.66e+12,0.0,10000000.0,0.0
9.73943477e+29,5.858566e+15,1.4805e+13,2.39505e+14,0.0,10000000.0,0.0
4.48786675e+29,5.870226e+15,2.0096e+14,7.90522e+14,0.0,10000000.0,0.0
6.61974525e+29,4.681518e+15,-8.86288e+14,-9.03997e+14,0.0,10000000.0,0.0
7.18252895e+29,5.074859e+15,6.329e+12,5.74706e+14,0.0,10000000.0,0.0
9.47260865e+29,4.848857e+15,-6.40863e+14,3.59239e+14,0.0,10000000.0,0.0
2.385489e+29,5.173308e+15,-6.92066e+14,7.0206e+14,0.0,10000000.0,0.0
8.03285008e+29,4.485479e+15,-7.49857e+14,-3.94198e+14,0.0,10000000.0,0.0
9.93427924e+29,5.056926e+15,-8.37985e+14,-3.16179e+14,0.0,10000000.0,0.0
3.38076505e+29,4.293205e+15,8.97735e+14,-7.84845e+14,0.0,10000000.0,0.0
3.55116756e+29,5.360588e+15,8.86835e+14,4.10495e+14,0.0,10000000.0,0.0
8.12077672e+29,5.90903e+15,8.29441e+14,-3.91608e+14,0.0,10000000.0,0.0
2.98029219e+29,4.976783e+15,5.716e+14,5.71328e+14,0.0,10000000.0,0.0
5.47611383e+29,5.203802e+15,5.593e+13,6.80526e+14,0.0,10000000.0,0.0
1.51871065e+29,4.40993e+15,-6.70362e+14,-4.41646e+14,0.0,10000000.0,0.0
4.13421199e+29,5.505474e+15,5.81087e+14,-8.40969e+14,0.0,10000000.0,0.0
8.86398081e+29,4.481923e+15,9.92721e+14,-6.99397e+14,0.0,10000000.0,0.0
4.9153253e+29,5.723428e+15,2.22385e+14,3.84967e+14,0.0,10000000.0,0.0
2.22238421e+29,4.647561e+15,-5.92373e+14,6.4846e+14,0.0,10000000.0,0.0
6.08954704e+29,4.509074e+15,-7.64861e+14,8.81934e+14,0.0,10000000.0,0.0
6.4818184e+29,4.968582e+15,-4.18713e+14,5.59368e+14,0.0,10000000.0,0.0
8.45773493e+29,4.00417e+15,5.49612e+14,6.76926e+14,0.0,10000000.0,0.0
7.3779206e+29,5.661862e+15,-2.30665e+14,-9.23977e+14,0.0,10000000.0,0.0
8.00570171e+29,5.180051e+15,8.67062e+14,4.28762e+14,0.0,10000000.0,0.0
9.77976661e+29,5.27065e+15,-4.86115e+14,9.60628e+14,0.0,10000000.0,0.0
3.00641537e+29,5.84937e+15,-8.65306e+14,-1.97549e+14,0.0,10000000.0,0.0
4.57710485e+29,4.361739e+15,7.34584e+14,-5.33809e+14,0.0,10000000.0,0.0
3.10491664e+29,5.915563e+15,4.30855e+14,-8.74655e+14,0.0,10000000.0,0.0
9.53300187e+29,5.688449e+15,7.24231e+14,-5.899e+13,0.0,10000000.0,0.0
3.27955829e+29,5.719639e+15,-2.42996e+14,-1.22161e+14,0.0,10000000.0,0.0
3.3667466e+29,5.005211e+15,1.93286e+14,6.66619e+14,0.0,10000000.0,0.0
2.08482493e+29,4.042603e+15,2.76911e+14,-9.80505e+14,0.0,10000000.0,0.0
5.0658523e+28,5.070906e+15,-6.01949e+14,-1.79416e+14,0.0,10000000.0,0.0
6.66215958e+29,4.733957e+15,7.1837e+14,-6.107e+13,0.0,10000000.0,0.0
4.78074494e+29,4.704247e+15,-9.56629e+14,9.7222e+13,0.0,10000000.0,0.0
5.00500807e+29,4.611458e+15,-3.68729e+14,6.90731e+14,0.0,10000000.0,0.0
6.52251209e+29,4.770006e+15,5.61607e+14,1.54546e+14,0.0,10000000.0,0.0
8.34888e+27,5.711409e+15,2.02706e+14,-3.48199e+14,0.0,10000000.0,0.0
7.61710458e+29,4.11801e+15,-7.31129e+14,-6.70346e+14,0.0,10000000.0,0.0
3.20545135e+29,4.392768e+15,-3.07307e+14,9.37982e+14,0.0,10000000.0,0.0
7.68150365e+29,5.385372e+15,-5.33079e+14,4.28437e+14,0.0,10000000.0,0.0
2.70513239e+29,5.885378e+15,3.4248e+14,7.61322e+14,0.0,10000000.0,0.0
8.19008871e+29,4.894929e+15,-6.86136e+14,4.82957e+14,0.0,10000000.0,0.0
6.46222198e+29,4.870477e+15,5.68926e+14,-7.76649e+14,0.0,10000000.0,0.0
9.96497143e+29,5.675502e+15,5.24092e+14,-4.48632e+14,0.0,10000000.0,0.0
2.13689757e+29,4.159303e+15,-2.21787e+14,-1.11294e+14,0.0,10000000.0,0.0
9.7620046e+29,4.974218e+15,1.6707e+13,7.54496e+14,0.0,10000000.0,0.0
8.5018019e+29,4.355753e+15,1.22897e+14,5.493e+14,0.0,10000000.0,0.0
7.87342926e+29,5.58719e+15,-5.68618e+14,1.64797e+14,0.0,10000000.0,0.0
4.63174292e+29,5.00802e+15,-4.6523e+14,7.71615e+14,0.0,10000000.0,0.0
3.17729132e+29,4.466455e+15,7.9353e+13,-2.86806e+14,0.0,10000000.0,0.0
5.86072659e+29,5.198627e+15,2.49255e+14,-7.11306e+14,0.0,10000000.0,0.0
3.00558015e+29,4.470435e+15,-9.48483e+14,7.38054e+14,0.0,10000000.0,0.0
8.65367987e+29,4.476576e+15,4.56799e+14,2.84068e+14,0.0,10000000.0,0.0
6.17234012e+29,5.481008e+15,-6.88096e+14,-6.23482e+14,0.0,10000000.0,0.0
4.94943438e+29,5.543812e+15,3.33872e+14,-3.64316e+14,0.0,10000000.0,0.0
3.75088527e+29,4.680445e+15,-3.40189e+14,1.51559e+14,0.0,10000000.0,0.0
8.60883479e+29,5.660506e+15,8.77933e+14,-6.7417e+14,0.0,10000000.0,0.0
8.70288168e+29,5.282856e+15,-1.98963e+14,-8.81386e+14,0.0,10000000.0,0.0
2.70729845e+29,5.335823e+15,-5.34248e+14,6.81816e+14,0.0,10000000.0,0.0
4.81978736e+29,4.249891e+15,6.216e+14,-8.75972e+14,0.0,10000000.0,0.0
2.6910223e+29,5.709187e+15,8.6718e+14,3.96198e+14,0.0,10000000.0,0.0
1.07155459e+29,5.00374e+15,-1.34614e+14,-1.34427e+14,0.0,10000000.0,0.0
5.43239365e+29,4.915203e+15,-5.81116e+14,3.11142e+14,0.0,10000000.0,0.0
8.14890267e+29,4.141941e+15,9.4683e+13,-7.65452e+14,0.0,10000000.0,0.0
9.99187034e+29,4.130977e+15,6.84352e+14,-7.19669e+14,0.0,10000000.0,0.0
5.81197637e+29,5.691932e+15,7.2673e+13,1.00228e+14,0.0,10000000.0,0.0
4.01541896e+29,5.344847e+15,1.41489e+14,7.0651e+13,0.0,10000000.0,0.0
5.45428556e+29,5.93378e+15,-2.9964e+14,-2.10452e+14,0.0,10000000.0,0.0
8.03946162e+29,5.020887e+15,5.47316e+14,7.389e+14,0.0,10000000.0,0.0
7.35710437e+29,4.884821e+15,-9.96205e+14,-9.80431e+14,0.0,10000000.0,0.0
1.2928976e+29,5.576486e+15,-1.36247e+14,-4.50853e+14,0.0,10000000.0,0.0
1.73397432e+29,4.795736e+15,9.14132e+14,4.52417e+14,0.0,10000000.0,0.0
7.05094558e+29,4.316784e+15,-9.00618e+14,-9.55466e+14,0.0,10000000.0,0.0
5.1367635e+28,5.453604e+15,9.1005e+13,-9.85634e+14,0.0,10000000.0,0.0
3.79582378e+29,5.021427e+15,-5.95801e+14,-1.6227e+14,0.0,10000000.0,0.0
3.95056341e+29,4.488933e+15,-9.99831e+14,9.53741e+14,0.0,10000000.0,0.0
1.60112726e+29,5.566551e+15,-9.7582e+14,4.01531e+14,0.0,10000000.0,0.0
2.01263132e+29,5.772784e+15,9.89593e+14,-9.29894e+14,0.0,10000000.0,0.0
2.2065586e+29,4.362473e+15,2.55789e+14,9.8558e+13,0.0,10000000.0,0.0
5.49954028e+29,5.8856e+15,9.34948e+14,-5.7292e+14,0.0,10000000.0,0.0
7.4542004e+29,4.424086e+15,-6.7884e+13,7.94838e+14,0.0,10000000.0,0.0
8.19100726e+29,5.405202e+15,9.52937e+14,-2.77338e+14,0.0,10000000.0,0.0
1.4079416e+28,4.449806e+15,5.26564e+14,4.24044e+14,0.0,10000000.0,0.0
6.87947637e+29,5.379231e+15,-1.61614e+14,8.27333e+14,0.0,10000000.0,0.0
5.05715516e+29,5.229976e+15,8.96441e+14,-3.20627e+14,0.0,10000000.0,0.0
6.67009074e+29,4.978372e+15,-1.37411e+14,2.11331e+14,0.0,10000000.0,0.0
9.69962429e+29,4.232193e+15,5.15134e+14,-2.38463e+14,0.0,10000000.0,0.0
5.41623523e+29,5.749118e+15,3.91314e+14,2.53438e+14,0.0,10000000.0,0.0
2.74640741e+29,4.450185e+15,7.8624e+13,2.48277e+14,0.0,10000000.0,0.0
7.26097229e+29,4.840259e+15,3.26986e+14,-8.88926e+14,0.0,10000000.0,0.0
5.43140025e+29,4.362872e+15,4.49984e+14,-5.83795e+14,0.0,10000000.0,0.0
5.40761197e+29,4.697615e+15,7.33525e+14,-8.19811e+14,0.0,10000000.0,0.0
4.61515148e+29,4.835805e+15,5.88935e+14,-1.42007e+14,0.0,10000000.0,0.0
2.39882357e+29,4.333565e+15,-7.15848e+14,-2.5744e+13,0.0,10000000.0,0.0
6.8835544e+29,4.602898e+15,-7.67451e+14,1.7157e+13,0.0,10000000.0,0.0
3.46402335e+29,5.325276e+15,-8.52671e+14,6.83104e+14,0.0,10000000.0,0.0
8.32854402e+29,5.853942e+15,-2.63307e+14,7.82463e+14,0.0,10000000.0,0.0
5.59889813e+29,4.924475e+15,-1.28162e+14,-1.26095e+14,0.0,10000000.0,0.0
6.14101287e+29,5.296019e+15,2.77239e+14,5.57181e+14,0.0,10000000.0,0.0
6.69730333e+29,4.231789e+15,-4.3402e+14,1.83091e+14,0.0,10000000.0,0.0
5.07194048e+29,5.712417e+15,3.03189e+14,5.90468e+14,0.0,10000000.0,0.0
5.9868084e+28,4.298031e+15,-7.09952e+14,-8.57742e+14,0.0,10000000.0,0.0
8.31441343e+29,5.941192e+15,-4.10914e+14,-2.78578e+14,0.0,10000000.0,0.0
6.6785624e+29,4.652121e+15,-5.59103e+14,3.8365e+14,0.0,10000000.0,0.0
3.21051682e+29,4.291005e+15,-2.51258e+14,9.49595e+14,0.0,10000000.0,0.0
7.3253411e+28,5.752103e+15,-2.94098e+14,-1.00869e+14,0.0,10000000.0,0.0
3.85387579e+29,4.556726e+15,-1.0379e+13,-3.42049e+14,0.0,10000000.0,0.0
5.46972557e+29,5.512267e+15,8.03999e+14,4.69899e+14,0.0,10000000.0,0.0
5.59890571e+29,5.342119e+15,4.79882e+14,-2.09356e+14,0.0,10000000.0,0.0
6.31071782e+29,4.962739e+15,-6.8497e+14,-8.53633e+14,0.0,10000000.0,0.0
9.0802318e+28,5.958477e+15,-3.95476e+14,8.35728e+14,0.0,10000000.0,0.0
2.08596221e+29,4.749146e+15,-6.62978e+14,-4.1322e+13,0.0,10000000.0,0.0
2.99849751e+29,4.821587e+15,-1.101e+14,7.88571e+14,0.0,10000000.0,0.0
7.74569604e+29,4.969119e+15,-4.90487e+14,4.89191e+14,0.0,10000000.0,0.0
9.98919764e+29,4.136203e+15,9.6888e+14,8.35523e+14,0.0,10000000.0,0.0
9.2282457e+28,4.271983e+15,-7.31605e+14,4.21918e+14,0.0,10000000.0,0.0
9.52453737e+29,4.554838e+15,6.9618e+14,6.07553e+14,0.0,10000000.0,0.0
1.62953736e+29,5.77855e+15,-5.62465e+14,-4.56272e+14,0.0,10000000.0,0.0
6.00834585e+29,5.317661e+15,2.04706e+14,-7.08029e+14,0.0,10000000.0,0.0
7.9162064e+29,5.2348e+15,-8.7723e+14,5.98101e+14,0.0,10000000.0,0.0
5.87228357e+29,4.271818e+15,-2.21654e+14,1.56873e+14,0.0,10000000.0,0.0
5.62144425e+29,4.633291e+15,-9.62104e+14,2.3622e+13,0.0,10000000.0,0.0
3.68673164e+29,4.257696e+15,-3.54558e+14,-3.39997e+14,0.0,10000000.0,0.0
6.4087825e+28,5.817076e+15,5.79973e+14,-1.53344e+14,0.0,10000000.0,0.0
4.7789177e+29,5.422675e+15,-2.62825e+14,7.18034e+14,0.0,10000000.0,0.0
9.2708526e+29,4.486685e+15,-7.89027e+14,5.12653e+14,0.0,10000000.0,0.0
5.43510454e+29,4.568984e+15,-3.72398e+14,8.18087e+14,0.0,10000000.0,0.0
9.43990984e+29,4.576607e+15,-5.40923e+14,-6.38802e+14,0.0,10000000.0,0.0
6.05974201e+29,4.925617e+15,1.40021e+14,9.51667e+14,0.0,10000000.0,0.0
9.16590215e+29,4.107003e+15,9.96032e+14,6.4197e+14,0.0,10000000.0,0.0
4.73624e+28,5.273052e+15,-9.53858e+14,9.66967e+14,0.0,10000000.0,0.0
4.35412637e+29,5.171417e+15,-9.21647e+14,-9.05652e+14,0.0,10000000.0,0.0
4.93302324e+29,5.890587e+15,7.1019e+14,-8.25305e+14,0.0,10000000.0,0.0
